7,9,8,8
9,10,6,7
6,7,7,7
6,3,5,2
5,6,6,5
5,5,7,5
5,7,6,6
3,8,6,0
6,13,3,9
7,15,6,8
9,16,8,10
9,17,8,10
9,18,8,10
10,18,9,13
12,17,12,14
8,15,9,13
7,15,12,10
8,17,8,6
8,15,6,3
9,14,5,6
8,14,2,6
7,12,1,3
9,9,3,1
7,10,2,1
